SimilarityRank,TeamName,SimilarityPct,ChampionPct,FinalFourPct,TournamentPotential,AdjEM,EM_Diff,EM_MatchPct,RankAdjEM,Rank_Diff,Rank_MatchPct,AdjOE,OE_Diff,OE_MatchPct,AdjDE,DE_Diff,DE_MatchPct,Assessment
1,Marquette,70.72550363282059,14.3,14.3,1.4454501254297443,28.3429,-0.37709999999999866,98.68697771587745,7,1.5999999999999996,91.66666666666667,122.723,2.1230000000000047,98.2396351575456,94.3797,2.5797000000000025,97.18986928104574,Nearly perfect efficiency margin; Ideal national ranking (top 5-7); Typical champion-level offense; Typical champion-level defense
2,Tennessee,49.31421945371109,7.1,14.3,1.3347247361759775,31.3813,2.6613000000000007,90.73363509749304,4,-1.4000000000000004,87.0,124.249,3.649000000000001,96.9742951907131,92.8675,1.0675000000000097,98.8371459694989,Nearly perfect efficiency margin; Ideal national ranking (top 5-7); Typical champion-level offense; Typical champion-level defense
3,Duke,26.807065156482764,7.1,35.7,1.2209762560953794,35.5817,6.861699999999999,76.108286908078,1,-4.4,76.0,127.865,7.265000000000001,93.9759535655058,92.2835,0.4835000000000065,99.47331154684095,Significantly stronger overall efficiency than typical champions; Strong national ranking (top 10); Elite offense (better than typical champions); Typical champion-level defense
4,Connecticut,15.156184378979276,0.0,0.0,1.0459552906528549,27.9655,-0.7545000000000002,97.37291086350974,8,2.5999999999999996,74.0,123.157,2.557000000000002,97.87976782752902,95.1918,3.3918000000000035,96.30522875816993,Nearly perfect efficiency margin; Strong national ranking (top 10); Typical champion-level offense; Defense slightly below champion standards
5,Michigan St.,8.316241072111353,14.3,28.6,1.0343324875047795,30.2797,1.5596999999999994,94.56928969359332,5,-0.40000000000000036,72.0,122.098,1.4980000000000047,98.75787728026533,91.8186,0.01860000000000639,99.9797385620915,Nearly perfect efficiency margin; Ideal national ranking (top 5-7); Typical champion-level offense; Typical champion-level defense
6,Houston,7.426111438190077,0.0,7.1,1.0754223800673306,35.3599,6.639900000000004,76.88057103064065,2,-3.4000000000000004,70.33333333333333,122.718,2.118000000000009,98.24378109452735,87.3578,-4.4422,95.16100217864924,Significantly stronger overall efficiency than typical champions; Strong national ranking (top 10); Typical champion-level offense; Elite defense (better than typical champions)
7,Abilene Christian,0.0,21.4,28.6,-1.08885568,-4.46392,-33.18392,0.0,219,213.6,0.0,97.6796,-22.9204,80.99469320066335,102.143,10.343000000000004,88.73311546840958,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
8,Air Force,0.0,0.0,28.6,-1.9402308,-12.5577,-41.277699999999996,0.0,310,304.6,0.0,98.9353,-21.664699999999996,82.03590381426203,111.493,19.692999999999998,78.5479302832244,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
9,Akron,0.0,21.4,42.9,0.035290440000000006,6.57261,-22.147389999999998,22.885132311977713,99,93.6,0.0,113.749,-6.850999999999999,94.31923714759536,107.176,15.376000000000005,83.25054466230937,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
10,Alabama,0.0,0.0,14.3,0.9656256000000001,29.9064,1.1864000000000026,95.86908077994428,6,0.5999999999999996,64.66666666666667,126.598,5.998000000000005,95.02653399668324,96.6919,4.891900000000007,94.67113289760348,Nearly perfect efficiency margin; Ideal national ranking (top 5-7); Elite offense (better than typical champions); Defense slightly below champion standards
11,Alabama A&M,0.0,1.0,5.0,-2.4339779999999998,-23.4945,-52.2145,0.0,360,354.6,0.0,92.0561,-28.543899999999994,76.33175787728027,115.551,23.751000000000005,74.12745098039215,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
12,Alabama St.,0.0,1.0,5.0,-1.5939400000000001,-9.235,-37.955,0.0,273,267.6,0.0,101.454,-19.146,84.12437810945273,110.689,18.888999999999996,79.42374727668846,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
13,Albany,0.0,1.0,5.0,-1.56622584,-9.05646,-37.77646,0.0,270,264.6,0.0,103.274,-17.325999999999993,85.63349917081261,112.331,20.531000000000006,77.63507625272331,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
14,Alcorn St.,0.0,1.0,5.0,-2.0832932,-14.5733,-43.2933,0.0,325,319.6,0.0,97.6379,-22.962099999999992,80.9601160862355,112.211,20.411,77.76579520697167,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
15,American,0.0,1.0,5.0,-1.2569048,-5.9762,-34.6962,0.0,237,231.6,0.0,102.095,-18.504999999999995,84.6558872305141,108.071,16.271,82.2755991285403,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
16,Appalachian St.,0.0,1.0,5.0,-0.632327052,-0.581763,-29.301762999999998,0.0,170,164.6,0.0,101.098,-19.501999999999995,83.82918739635159,101.679,9.879000000000005,89.23856209150327,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
17,Arizona,0.0,1.0,5.0,0.8010504,20.2626,-8.4574,70.55222841225627,20,14.6,28.0,119.125,-1.4749999999999943,98.77694859038144,98.8622,7.062200000000004,92.30697167755991,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Typical champion-level offense; Defense significantly below champion standards
18,Arizona St.,0.0,1.0,5.0,0.314942,11.2355,-17.484499999999997,39.120821727019504,70,64.6,0.0,112.551,-8.048999999999992,93.32587064676618,101.316,9.516000000000005,89.63398692810456,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
19,Arkansas,0.0,1.0,5.0,0.42058,12.895,-15.825,44.89902506963789,59,53.6,17.000000000000007,119.238,-1.3619999999999948,98.87064676616916,106.343,14.543000000000006,84.15795206971677,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Typical champion-level offense; Defense significantly below champion standards
20,Arkansas Pine Bluff,0.0,1.0,5.0,-2.4713208000000004,-26.0802,-54.800200000000004,0.0,363,357.6,0.0,95.0894,-25.510599999999997,78.8469320066335,121.17,29.370000000000005,68.00653594771241,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
21,Arkansas St.,0.0,1.0,5.0,0.11273391999999999,7.93348,-20.78652,27.62353760445683,91,85.6,0.0,110.171,-10.428999999999988,91.35240464344943,102.237,10.436999999999998,88.63071895424837,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
22,Army,0.0,1.0,5.0,-2.074014,-14.5035,-43.2235,0.0,324,318.6,0.0,99.8709,-20.72909999999999,82.81169154228857,114.374,22.573999999999998,75.40958605664488,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
23,Auburn,0.0,1.0,5.0,0.9086748000000001,26.9187,-1.8012999999999977,93.72806406685237,11,5.6,81.5,126.892,6.292000000000002,94.78275290215589,99.9732,8.173200000000008,91.09673202614378,Nearly perfect efficiency margin; Good national ranking (top 15); Elite offense (better than typical champions); Defense significantly below champion standards
24,Austin Peay,0.0,1.0,5.0,-1.60296436,-9.24109,-37.96109,0.0,274,268.6,0.0,101.861,-18.73899999999999,84.46185737976784,111.102,19.302000000000007,78.97385620915031,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
25,Ball St.,0.0,1.0,5.0,-1.61235792,-9.33948,-38.05948,0.0,275,269.6,0.0,103.462,-17.13799999999999,85.78938640132671,112.802,21.00200000000001,77.12200435729847,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
26,Baylor,0.0,1.0,5.0,0.7612280000000001,19.307,-9.413,67.224930362117,24,18.6,14.0,115.631,-4.968999999999994,95.87976782752902,96.3242,4.5242000000000075,95.07167755991284,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Typical champion-level offense; Defense slightly below champion standards
27,Bellarmine,0.0,1.0,5.0,-2.2396312,-17.6578,-46.3778,0.0,341,335.6,0.0,103.805,-16.794999999999987,86.0737976782753,121.462,29.662000000000006,67.68845315904139,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
28,Belmont,0.0,1.0,5.0,-0.24746952,3.38262,-25.33738,11.777924791086349,129,123.6,0.0,112.358,-8.24199999999999,93.16583747927032,108.976,17.176000000000002,81.28976034858388,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
29,Bethune Cookman,0.0,1.0,5.0,-1.7342576000000003,-10.5644,-39.2844,0.0,288,282.6,0.0,97.3481,-23.251899999999992,80.7198175787728,107.913,16.113,82.44771241830065,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
30,Binghamton,0.0,1.0,5.0,-2.0175264,-13.8816,-42.6016,0.0,318,312.6,0.0,98.8402,-21.7598,81.95704809286899,112.722,20.921999999999997,77.20915032679738,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
31,Boise St.,0.0,0.5,2.0,0.5140068,16.0017,-12.7183,55.71622562674095,50,44.6,0.0,116.075,-4.5249999999999915,96.24792703150912,100.073,8.272999999999996,90.9880174291939,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Typical champion-level offense; Defense significantly below champion standards
32,Boston College,0.0,0.5,2.0,-0.76314152,-1.78538,-30.50538,0.0,184,178.6,0.0,105.43,-15.169999999999987,87.42122719734661,107.215,15.415000000000006,83.20806100217864,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
33,Boston University,0.0,0.5,2.0,-1.8942215999999998,-12.3054,-41.0254,0.0,305,299.6,0.0,99.0389,-21.561099999999996,82.12180762852405,111.344,19.543999999999997,78.71023965141612,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
34,Bowling Green,0.0,0.5,2.0,-1.75356,-10.89,-39.61,0.0,290,284.6,0.0,98.9515,-21.6485,82.04933665008292,109.841,18.040999999999997,80.3474945533769,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
35,Bradley,0.0,0.5,2.0,0.07338436,7.09609,-21.62391,24.707834261838443,95,89.6,0.0,111.519,-9.080999999999989,92.47014925373135,104.423,12.623000000000005,86.24945533769062,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
36,Brown,0.0,0.5,2.0,-0.98662892,-3.65723,-32.37723,0.0,208,202.6,0.0,103.226,-17.373999999999995,85.59369817578774,106.883,15.082999999999998,83.56971677559913,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
37,Bryant,0.0,0.5,2.0,-1.3143110000000002,-6.82775,-35.54775,0.0,243,237.6,0.0,105.302,-15.297999999999988,87.3150912106136,112.13,20.33,77.85403050108933,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
38,Bucknell,0.0,0.5,2.0,-1.1445706,-4.89265,-33.61265,0.0,225,219.6,0.0,102.768,-17.831999999999994,85.21393034825871,107.661,15.861000000000004,82.72222222222221,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
39,Buffalo,0.0,0.5,2.0,-2.2303496000000003,-17.5874,-46.3074,0.0,340,334.6,0.0,96.2786,-24.321399999999997,79.8330016583748,113.866,22.066000000000003,75.96296296296296,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
40,Butler,0.0,0.5,2.0,0.2493368,10.5842,-18.1358,36.85306406685237,77,71.6,0.0,116.152,-4.447999999999993,96.3117744610282,105.568,13.768,85.00217864923748,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Typical champion-level offense; Defense significantly below champion standards
41,BYU,0.0,0.5,2.0,0.7911160000000002,20.029,-8.690999999999999,69.73885793871867,21,15.6,22.0,117.726,-2.8739999999999952,97.61691542288557,97.6968,5.896799999999999,93.5764705882353,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Typical champion-level offense; Defense significantly below champion standards
42,Cal Baptist,0.0,0.5,2.0,-0.6043136200000001,-0.328405,-29.048405,0.0,167,161.6,0.0,105.806,-14.793999999999997,87.73300165837479,106.134,14.334000000000003,84.38562091503267,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
43,Cal Poly,0.0,0.5,2.0,-0.7353005200000001,-1.57513,-30.29513,0.0,181,175.6,0.0,109.583,-11.016999999999996,90.8648424543947,111.158,19.358000000000004,78.91285403050108,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
44,Cal St. Bakersfield,0.0,0.5,2.0,-1.2751645200000001,-6.04113,-34.76113,0.0,239,233.6,0.0,106.378,-14.221999999999994,88.2072968490879,112.419,20.619,77.5392156862745,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
45,Cal St. Fullerton,0.0,0.5,2.0,-2.3324972,-18.3743,-47.094300000000004,0.0,351,345.6,0.0,93.8951,-26.704899999999995,77.85663349917081,112.269,20.46900000000001,77.70261437908496,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
46,California,0.0,0.5,2.0,-0.08932404,4.66899,-24.051009999999998,16.256928969359336,112,106.6,0.0,111.354,-9.245999999999995,92.33333333333334,106.685,14.885000000000005,83.78540305010893,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
47,Campbell,0.0,0.5,2.0,-1.10721304,-4.55326,-33.27326,0.0,221,215.6,0.0,101.635,-18.96499999999999,84.27446102819238,106.188,14.388000000000005,84.3267973856209,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
48,Canisius,0.0,0.5,2.0,-2.4228328,-22.9582,-51.678200000000004,0.0,359,353.6,0.0,99.0241,-21.57589999999999,82.10953565505805,121.982,30.182000000000002,67.12200435729847,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
49,Central Arkansas,0.0,0.5,2.0,-2.2866231999999997,-18.1558,-46.8758,0.0,346,340.6,0.0,97.688,-22.911999999999992,81.00165837479271,115.844,24.043999999999997,73.8082788671024,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
50,Central Connecticut,0.0,0.5,2.0,-0.7540392800000001,-1.75982,-30.47982,0.0,183,177.6,0.0,99.7699,-20.830099999999987,82.72794361525706,101.53,9.730000000000004,89.40087145969498,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
51,Central Michigan,0.0,0.5,2.0,-0.9033700400000001,-3.09251,-31.81251,0.0,199,193.6,0.0,105.352,-15.24799999999999,87.35655058043119,108.444,16.644000000000005,81.86928104575162,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
52,Charleston,0.0,0.5,2.0,-0.47441527200000005,0.646182,-28.073818,2.249937325905293,153,147.6,0.0,106.087,-14.512999999999991,87.96600331674959,105.441,13.641000000000005,85.14052287581698,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
53,Charleston Southern,0.0,0.5,2.0,-1.8658708000000002,-11.9677,-40.6877,0.0,302,296.6,0.0,99.7018,-20.89819999999999,82.67147595356552,111.67,19.870000000000005,78.35511982570806,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
54,Charlotte,0.0,0.5,2.0,-1.4440304800000001,-7.75762,-36.47762,0.0,257,251.6,0.0,104.561,-16.038999999999987,86.7006633499171,112.319,20.519000000000005,77.64814814814814,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
55,Chattanooga,0.0,0.5,2.0,-0.07027768,4.93058,-23.78942,17.167757660167126,110,104.6,0.0,115.21,-5.390000000000001,95.53067993366501,110.279,18.479,79.87037037037037,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
56,Chicago St.,0.0,0.5,2.0,-2.4552300000000002,-24.3075,-53.0275,0.0,362,356.6,0.0,91.8831,-28.716899999999995,76.18830845771144,116.191,24.391000000000005,73.43028322440087,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
57,Cincinnati,0.0,0.5,2.0,0.4642448,14.8112,-13.9088,51.571030640668525,55,49.6,18.0,110.572,-10.027999999999992,91.68490878938641,95.7608,3.960800000000006,95.68540305010893,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense slightly below champion standards
58,Clemson,0.0,0.5,2.0,0.6124176,15.8544,-12.865599999999999,55.203342618384404,39,33.6,12.0,119.086,-1.5139999999999958,98.74461028192371,103.232,11.432000000000002,87.54684095860566,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Typical champion-level offense; Defense significantly below champion standards
59,Cleveland St.,0.0,0.5,2.0,-0.613585744,-0.396436,-29.116436,0.0,168,162.6,0.0,103.709,-16.89099999999999,85.99419568822555,104.106,12.305999999999997,86.59477124183007,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
60,Coastal Carolina,0.0,0.5,2.0,-2.121126,-15.0315,-43.7515,0.0,329,323.6,0.0,100.44,-20.159999999999997,83.28358208955224,115.471,23.671000000000006,74.21459694989106,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
